Password was cracked: GpU13 : GpU13
[ perf record: Woken up 1 times to write data ]
[ perf record: Captured and wrote 0.027 MB perf.data (600 samples) ]

real	0m6.886s
user	0m6.720s
sys	0m7.108s
# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 600  of event 'cycles:u'
# Event count (approx.): 314743689
#
# Overhead  Command          Shared Object       Symbol                                   
# ........  ...............  ..................  .........................................
#
     0.17%  passwordCracker  [unknown]           [k] 0xffffffffa30e9bcb
     0.17%  passwordCracker  [unknown]           [k] 0xffffffffa30e9b57
     0.17%  passwordCracker  [unknown]           [k] 0xffffffffa30eba70
     0.16%  passwordCracker  ld-2.28.so          [.] _dl_lookup_symbol_x
     0.16%  passwordCracker  [unknown]           [k] 0xffffffffa31a5d05
     0.16%  passwordCracker  [unknown]           [k] 0xffffffffa31006a4
     0.16%  passwordCracker  [unknown]           [k] 0xffffffffa31a06cb
     0.16%  passwordCracker  [unknown]           [k] 0xffffffffa30e9ff2
     0.16%  passwordCracker  [unknown]           [k] 0xffffffffa30dd1c2
     0.16%  passwordCracker  [unknown]           [k] 0xffffffffa31006c7
     0.16%  passwordCracker  [unknown]           [k] 0xffffffffa30eb007
     0.16%  passwordCracker  [unknown]           [k] 0xffffffffa30041cf
     0.16%  passwordCracker  [unknown]           [k] 0xffffffffa3a001f8
     0.16%  passwordCracker  [unknown]           [k] 0xffffffffa30e7935
     0.16%  passwordCracker  [unknown]           [k] 0xffffffffa301cfc9
     0.16%  passwordCracker  [unknown]           [k] 0xffffffffa3027fc4
     0.16%  passwordCracker  [unknown]           [k] 0xffffffffa30f3773
     0.16%  passwordCracker  libnvomp.so         [.] runNewTeam
     0.16%  passwordCracker  [unknown]           [k] 0xffffffffa3207668
     0.16%  passwordCracker  [unknown]           [k] 0xffffffffa301ced4
     0.16%  passwordCracker  [unknown]           [k] 0xffffffffa3a00155
     0.15%  passwordCracker  [unknown]           [k] 0xffffffffa3004222
     0.02%  passwordCracker  [unknown]           [k] 0xffffffffa3254816
     0.02%  passwordCracker  [unknown]           [k] 0xffffffffa32547db
     0.02%  passwordCracker  ld-2.28.so          [.] _dl_check_map_versions
     0.01%  passwordCracker  ld-2.28.so          [.] __GI___tunables_init
     0.01%  passwordCracker  libnvomp.so         [.] hxOSCreateHostThread
     0.00%  passwordCracker  [unknown]           [k] 0xffffffffa3254133
     0.00%  passwordCracker  ld-2.28.so          [.] __tls_get_addr
     0.00%  passwordCracker  libpthread-2.28.so  [.] pthread_create@@GLIBC_2.2.5
     0.00%  passwordCracker  [unknown]           [k] 0xffffffffa32943ed
     0.00%  passwordCracker  [unknown]           [k] 0xffffffffa324e9ff
     0.00%  passwordCracker  ld-2.28.so          [.] strcmp
     0.00%  passwordCracker  [unknown]           [k] 0xffffffffa3a011f0
     0.00%  passwordCracker  [unknown]           [k] 0xffffffffa30f3500
     0.00%  passwordCracker  libc-2.28.so        [.] _setjmp
     0.00%  passwordCracker  libpthread-2.28.so  [.] pthread_attr_init@@GLIBC_2.2.5
     0.00%  passwordCracker  [unknown]           [k] 0xffffffffa321840f
     0.00%  passwordCracker  [unknown]           [k] 0xffffffffc1248260
     0.00%  passwordCracker  [unknown]           [k] 0xffffffffc12483a7
     0.00%  passwordCracker  ld-2.28.so          [.] _dl_name_match_p
     0.00%  passwordCracker  libnvomp.so         [.] hxiEmulateHostThreadLaunch
     0.00%  passwordCracker  libnvomp.so         [.] createSlaveThreads
     0.00%  passwordCracker  [unknown]           [k] 0xffffffffa32544f7
     0.00%  passwordCracker  [unknown]           [k] 0xffffffffa389625e
     0.00%  passwordCracker  libc-2.28.so        [.] __clone
     0.00%  passwordCracker  libc-2.28.so        [.] _IO_cleanup
     0.00%  passwordCracker  libc-2.28.so        [.] _IO_file_write@@GLIBC_2.2.5
     0.00%  passwordCracker  libc-2.28.so        [.] __ctype_init
     0.00%  passwordCracker  libc-2.28.so        [.] __sigsetjmp
     0.00%  passwordCracker  libpthread-2.28.so  [.] start_thread
     0.00%  passwordCracker  passwordCracker     [.] __nv_bruteForce_F1L34_1
     0.00%  passwordCracker  [unknown]           [k] 0xffffffffa3004196
     0.00%  passwordCracker  [unknown]           [k] 0xffffffffa31094cd
     0.00%  passwordCracker  [unknown]           [k] 0xffffffffa314a765
     0.00%  passwordCracker  [unknown]           [k] 0xffffffffa321bbcb
     0.00%  passwordCracker  [unknown]           [k] 0xffffffffa32504c5
     0.00%  passwordCracker  [unknown]           [k] 0xffffffffa326ed14
     0.00%  passwordCracker  [unknown]           [k] 0xffffffffa38827a7
     0.00%  passwordCracker  [unknown]           [k] 0xffffffffa3a013d7


#
# (Tip: To report cacheline events from previous recording: perf c2c report)
#
